,Stock_00,Stock_01,Stock_02,Stock_03,Stock_04,Stock_05,Stock_06,Stock_07,Stock_08,Stock_09,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19,Stock_20,Stock_21,Stock_22,Stock_23,Stock_24,Stock_25,Stock_26,Stock_27,Stock_28,Stock_29
2022-01-17,-0.012375914737816419,-0.007918510432809217,0.004359776139678856,0.007955218564316016,0.00727399988562624,0.01025094488263998,0.007925725310791028,-0.015589136979332957,0.0325462825536022,0.007972641705660964,-0.013839634039268009,0.015607400949309621,0.02836361011925672,0.0013357525198897152,0.011543461981049203,0.013942796776489217,0.011412992668358171,0.04288756818223329,0.020572075919623397,0.003752229187238774,0.006195054533197953,0.03246555082695653,0.03327584254338027,-0.035287432286020236,0.005117903330899291,0.003299987795801336,0.010022239326715166,-0.004559939430577512,0.0030429242873117935,0.013930239884822886
2022-01-18,0.024984450033299067,-0.0017034879963337374,-0.010906273340306989,0.005664822479562501,-0.008317076604375166,-0.02074891837528754,-0.006740985301481395,-0.024254946356008705,0.028996000382696514,0.0476242613859219,0.022248139427502617,0.023892693681295568,-0.011498802823512962,-0.002569253772852745,-0.024149364486196093,0.012178053306805419,0.03388830630666793,-0.0007818817448363184,-0.03989032820287156,0.0131042950322107,-0.01163134435456416,0.024600521839505576,-0.008188401513384218,0.03977483251804418,0.03287475870819546,0.013313772256724542,-0.004084158574517469,0.029536365830666524,-0.021081416617314466,-0.015248062595866143
2022-01-19,-0.04288532997029144,-0.002542508087514018,-0.006779652279760662,-0.013069249918372395,0.003128397775988676,0.007816206203532135,-0.01593661930162229,0.0008622714257066886,-0.02754718653240744,0.002684856103049013,0.0295096674120907,-0.01586298068240603,0.021038991151928626,0.00580668974135276,-0.04015503267761801,-0.030091840559953686,0.0061204643157439925,-0.008667979306510785,-0.004945993896686149,0.013238497936183681,-0.018146265124381358,-0.022307028620199912,0.0064523219576761905,-0.017134241547666962,0.0036399495446939392,-0.002459970828969709,-0.0055579181043886325,-0.04499819268303353,-0.013935357317087178,0.006340315227633938
2022-01-20,0.002133833445104738,0.013324546149170982,-0.012868832264994473,0.0021859797947137694,-0.008643117314691227,0.016999762997008495,0.013274437461525863,0.028129784788322378,-0.019397724467393178,-0.011510960741263284,0.00720233020943838,0.018789197623525527,-0.03196824385149339,-0.0017693408142759512,-0.03382733215166704,-0.022972565452558075,0.02286014373260924,0.02600719165920427,-0.0032114191730705727,-0.00033998138349502957,0.017140684220036846,-0.0003210770850169421,0.013590781392033005,0.012013582374507704,-0.0028777050925014596,0.012193705276438592,0.0054251673187629,-0.024343766118921164,-0.01095142136797701,0.013482082655362392
2022-01-21,-0.015400263756648247,0.0032661953236490992,0.024650519994687457,0.003510717343431919,-0.011387098149948325,0.0037680570341021087,-0.007717352135213507,0.02828861253682716,0.001799929020337793,0.024517925568993862,0.018262236445637393,-0.03620391339051994,0.0041730602132988,-0.02310565294909551,-0.030613058299416532,-0.015379442096331212,0.020786339447109923,0.02891399880157197,0.007321503640661282,0.003765219746462447,-0.016656477338774817,-0.004884466359943493,-0.0008605552724057902,-0.01833370308309079,-0.03343206385795738,-0.008582298235410868,8.108919268271287e-05,-0.03899505316784233,0.012114921544216077,-0.0008775425778351931
2022-01-24,0.00463927944628246,0.019956212808447744,0.017939834992254888,-0.019522052099163942,0.025759098971119512,0.013027526641909433,-0.020053487014956503,-0.008345152033707517,0.023192877001182086,0.028748801872834358,0.025746599159969564,-0.004502354140413034,0.015627002068188314,-0.04104532626373376,0.020151016949784262,-0.009084061262327118,0.049959371208835465,0.010680248220701214,-0.013865908320864383,0.008082662419439527,0.002622118731792018,-0.007669899460685527,-0.017771938347739925,-0.02142957222394827,-0.0008768976504092466,-0.03568963593828385,-0.04057403707263923,0.014579756559535662,0.016230069171169353,-0.01365146086219526
2022-01-25,-0.019420349476472747,-0.01462470312958114,0.016660840289791458,-0.005819411723254053,-0.00506301388795193,-0.006312014557264259,0.007907434405612049,0.05792315705550236,0.008870485120138641,0.019545356993130515,0.013843334328307253,0.0145876940370851,0.003641580218735173,0.0027874145990207525,0.02859648163570145,0.012334545900771062,0.029854704244258814,-0.016207247743587005,-0.011648133683382302,-0.017383573453406045,0.022035896908197412,-0.04386997355156336,-0.016730695048215675,0.004047013003594609,-0.011902901644601763,0.022936677574811947,0.031155579981476562,-0.004161854391129644,0.0058173258355822734,-0.0022392670213280987
2022-01-26,0.0015301646874139644,-0.00934836339258523,-0.01553895359234799,-0.006577042249875828,-0.026173904039480327,0.025692313571760255,-0.00028717260829766667,-0.002056585306836819,0.005055638604944099,0.01332400907733351,0.031547121824377515,0.011786524992016023,-0.026681980664829963,-0.02438129905536071,-0.0420829548341432,-0.0001071111334400637,0.0004239713073972213,-0.0165654653304794,-0.010870058592020768,-0.034191972362593574,0.029081149100613306,0.008761846796296954,0.036162385422643724,0.013949704683627908,0.006525632183252742,0.009182032608922334,-0.003600842337253142,0.01897208445908059,-0.007426013009069347,-0.03551940911941045
2022-01-27,0.028255029370640547,0.009462253210503344,-0.001235112330047384,0.028212343495321954,0.008883596342947154,-0.011569497790545119,-0.008095422700472827,-0.007462494219026684,0.01066469105213021,-0.03748576409272437,0.02032309657084089,-0.02076158021838075,-0.02397252843292573,-0.028906509601397064,-0.019749886700833174,0.004844440632786419,-0.028944985275744545,-0.031223806462853484,0.011999355709232504,-0.0034028094336848494,0.015151545704631538,-0.02570341041228587,0.015066688725288659,-0.015798316862567836,-0.02390228558099242,0.01809917400345832,0.0060231509091678605,-0.01947109235159506,0.004801421399048027,0.028692274973043465
2022-01-28,0.01788065778961328,-0.027662138159492044,-0.0006704342464914602,-0.024567802386888795,0.0059184855051458846,0.004077861398655598,0.020591269691786353,0.025203566317915087,0.007799172316811403,0.006845030243580912,-0.017892671325502908,-0.012883675797939918,0.03643520161643989,-0.018810278134361928,0.024871388560450226,0.0578615884439683,0.020425106034419698,0.00194545017225233,-0.006902564281791252,-0.010007473581470782,0.011350852287777923,0.007501612457024497,0.023801419679633385,0.012707887385199486,-0.0027946112856609036,0.014068121601414194,-0.03405226292367282,0.0427867065866731,0.02533844799587507,0.004907315487949326
2022-01-31,-0.005905543634706028,-0.008522557340908097,-0.022215194623159778,0.00955921551123379,0.04601113238848694,0.015098897238567593,-0.001806308406365041,-0.018705971114393614,-0.018694090839957586,-0.01667400599719946,0.004572869776663626,0.017329506991336896,0.023387029717165733,-0.004381024238198605,-0.043860891595202345,0.03210975776479397,-0.011681743730930803,-0.002741029297126121,-0.033787092116008735,-0.00915199037120874,0.009669191317331762,0.013051448456296863,0.0003096269952812363,-0.013513848853492678,0.01778293411545243,-0.004068638901482975,-0.018855863571539292,0.026783463255805107,-0.0029509189563480835,-0.005161245337939081
2022-02-01,-0.0031523773935408323,0.0032669504015915493,-0.005723538377617454,0.023695623225841792,0.003340577275469242,0.021111528780206883,0.0034404676759357904,-0.00288182559510009,0.006007993574703935,-0.009061750704026893,0.010621837365036566,-0.005572031461221778,0.013680523270965948,0.0028449221975683876,0.05989091665812457,0.01221370742018131,-0.00607021539281524,0.00640012457859904,0.01425102276664473,-0.006583619333017957,0.0039076687377691665,-0.009870199899249525,-0.04401553353373103,0.01030757316942042,-0.026831156056731555,0.019433801736391323,-0.0644817889679557,0.005135698900556773,0.004042320108275597,-0.003213095210899381
2022-02-02,0.014785995172140983,0.014624243006341695,0.0023182100676160636,-0.015174087873555763,0.006461629843571554,0.014089748979234781,0.008716018552275424,-0.01779947740445939,-0.01960180973954007,0.01150985788043253,-0.00912528070948238,-0.007559224086851623,0.02243969336866385,-0.0013809908905306051,0.010974278051224516,0.024319234530093332,0.006742348193273612,0.03188905466071279,-0.030356068542058395,0.01762095395279844,-0.01957363261347886,0.01094955293272999,-0.025202039834859885,0.03324978064517389,-0.010731133535563202,-0.027178604567046724,0.009759102743458061,0.012790020734480994,0.038835928973370064,-0.0016940766024568488
2022-02-03,-0.014343709730396427,0.036554311518456346,-0.030990622611383925,0.03915844536417751,0.004941584734023335,0.004502049742527431,-0.017151013762853554,-0.029866837010314607,0.03705242162525912,-0.0032582191050407067,0.005266223989525357,-0.006733218219049016,0.043436898463707414,-0.02507410254298632,0.006818197802476852,-0.0026019279242215547,-0.0034760058108358337,-0.004818487597141863,0.025644243222157564,-0.02506277285563809,0.026428357043226484,-0.018657566591111948,-0.04421571681101611,0.023294183831023774,-0.011530842395378979,-0.03629713016956074,-0.0010854107925134058,0.049760881025331015,-0.02026839481637572,-0.025406818274484818
2022-02-04,-0.004284510155462189,-0.024525190148910515,0.03649955345704012,-0.004812827900512278,-0.010346219396996854,-0.006703583777772264,-0.007784791148302975,-0.020623090509513584,0.026435162596044292,-0.0010526009862910413,0.03240536009216121,0.014555173145598212,-0.0023380625745605724,-0.013066947145314567,0.03719073934271198,0.03066946989238634,-0.008532869074124837,0.016606169610493625,-0.00012466174980877836,-0.0006511590848898702,0.019979402672906533,-0.03589074336154569,0.013596220820250533,0.0045855208660673915,0.026876623620224464,-0.016259266323495426,0.04972675058606241,0.000534803602980571,0.004740847860246269,0.005354044876858888
2022-02-07,0.009830198204104358,0.006276874442599943,0.028398262892020396,0.007700649590590767,-0.005375563259811595,-0.009985615578312117,-0.011751822001731978,-0.012846533343535464,-0.03759022726122277,-0.00404347324502058,-0.004039022729699962,-0.0104683736694734,0.024384982505501807,-0.03642987873500373,-0.0035732806450166324,0.026879235479606092,0.02967368858997488,0.0059176226685503045,-0.02463808463356968,-0.01913404859852119,0.008929390733041675,-0.004547038911274348,0.0008556721996228788,-0.019666081575595303,0.025403578028593353,0.015664991439962247,0.004532976500678692,-0.006979840785577827,-0.010820519545804793,0.013473079996829802
2022-02-08,0.015300149352713784,-0.012841563505798088,0.009873044624733337,-0.01846287573404328,-0.011710947643741117,0.01371755255652996,0.002133050265913965,0.03576710709740544,0.0018999471264565578,-0.008615400388623067,-0.028470395095033112,-0.008337028903042519,0.02946101883315734,0.014605402776235864,-0.012455126806886424,0.027168554563937252,0.006039070102850733,0.0038280687161085136,-0.01914184373800341,0.011157378577955483,0.0040893711040718055,0.000443994117469903,-0.003927358087889817,0.01939446971370327,0.014443450081333459,0.01720612851973431,-0.0036267520491803608,0.004323829821687708,-0.010325257097444761,-0.02940757825996547
2022-02-09,-0.0014538787334046103,0.029664192031863913,0.022275313410973475,0.02594868188292236,-0.025960336631131883,0.04259660694843759,0.01501209225805889,0.02393436852210767,0.017056976395817748,-0.0070199252332281996,0.007497145012789304,-0.006865204529955471,0.004772554006464107,0.012898428831988159,0.014343387689770996,0.012408522633219938,-0.017872735597258237,0.01488078008047041,-0.010020289650400015,0.0010929563751826566,-0.004436721297515487,0.053485465676703786,0.0009993139758349644,0.0026826341083961676,-0.006410223296023194,0.00814320916122338,0.006778161633748873,0.0007340418836328297,0.01138010403901516,0.008706867255998302
2022-02-10,0.01888339141116918,0.01759911939887296,-0.018132510049906774,0.014554829835539771,0.03520605807826027,0.02203031967964174,0.011929261392722457,-0.012133145606241166,0.01595696656270873,-0.02698287982532852,0.00224914444962729,0.02553036202639554,-0.005902918500287934,0.006523739848754917,-0.009766633349348363,0.012309361056965134,0.011593179656692093,0.03097484916391097,-0.018014115955508146,0.005520549536431967,0.031103297246709644,0.018259209506404705,-0.02495494951368757,-0.008725131332344028,0.055639389857729114,0.01638367464709809,-0.0194056416818008,0.012272863491202941,-0.03181732685734151,-0.0035052583697510495
2022-02-11,0.016425224253108654,0.021219092282187324,-0.0023605667688321266,0.04175309969894877,-0.011375838290078558,0.012100560356549623,0.009079552420449784,0.01153642199106323,-0.029383011907795267,0.006889681189955712,-0.01419053773443004,0.022790033264932334,-0.008207542286344198,-0.025255978489700494,0.004877960488375715,-0.010102562811225176,0.009261451341797478,0.016392783020482547,0.025926714546042978,0.01575687342061102,-0.008101876142945644,0.00664131402574633,0.03724513713855517,-0.016949510129778248,-0.01635378426837843,-0.004172458250730726,-0.011511702195024119,-0.013075417948306082,-0.008594227459097999,0.01052077214030619
2022-02-14,-0.01566129674411079,0.03258069258320745,-0.007043609681729138,0.004877505954114927,0.0007012557922790703,-0.00029611883907294567,-0.02778397181201672,0.03457449425018905,-0.00844713767605043,0.03212393416475176,-0.0011440343320088177,-0.02953327618392259,-0.0027701452784047497,0.00029481591722755224,0.002357569345173187,0.05801648506148835,0.0074959701989432415,0.007070199221746597,-9.4494876960118e-06,0.025066245547006663,0.030869135611342306,-0.021680911201195155,0.004681029274338623,-0.023938036202377826,-0.0272785688390605,-0.0017147457675404328,-0.01345878131476436,0.004279793820046284,0.025004498308580436,0.00887886807303766
2022-02-15,0.03626736115374713,-0.01706422559905461,-0.01309244822195961,-0.0003439059464270169,-0.010976531772430624,-0.005700177239740593,0.01636229342165168,0.01480918846641217,-0.009669919269393302,0.02148627854206415,0.023124411215987763,0.024859330539380158,0.020884696939445654,-0.03134712127698367,0.01393711414964252,-0.003143502846568653,-0.004170879569111277,-0.012032412255458827,-0.00349073233569234,0.01958806472823512,-0.003229844059821855,0.002270649748619248,0.031836036095423514,-0.0067880493878325725,0.028245886967277964,0.005069913522334639,-0.001594223527042192,0.0023758087624206592,-0.0033999890568772607,0.0031674200571817053
2022-02-16,-0.02069258659796921,-0.00909702958895095,0.019416975667582274,-0.008251055857648251,0.06355334067566207,-0.007323590125254449,0.01328681900081831,0.014419443127727557,-0.02484837994521824,0.006997987216792383,-0.007839777240555946,-0.014778037479980702,-0.02143688819546938,-0.005728761618921172,0.015801767534197125,0.010457247703814558,0.025435819100188255,-0.006094672751548982,0.00939864755468336,0.005770133128551938,0.0029981200036118265,-0.014933278617422567,-0.009942156589266506,-0.01561676680229269,0.014086911567944492,-0.032844845903387376,-0.0077559435427218895,-0.016023694818669287,0.02832051192686084,0.027320791799544684
2022-02-17,-0.004667125681437811,-0.02016383916321747,0.0035632990390422445,-0.022500130055082,-0.0010721240742171717,0.03179143437832307,0.03510903314396142,0.03717977021905516,0.00023819222268980897,0.009610676041449292,-0.001896032206128662,-0.021912891055499335,-0.023505860700012413,0.004269415240405906,-0.0031572683531637977,0.034976258207858005,-0.011231046157098414,0.012388452622741682,-0.0003023083940030934,0.002741920099605601,-0.012742756664038025,-0.01652702757641075,-0.01254304842396587,-0.004093469588924039,-0.006825831296272161,-0.029871933869113236,0.004946980843236045,0.014282330460706122,-0.007029713070473456,0.008471858516654673
2022-02-18,0.04169907143918857,0.01245115305498003,0.04396964982014341,-0.007853981976554982,0.01947720456783531,-0.00997522909613029,-0.007775721815993184,-0.03984712561484386,-0.019319529168928283,-0.0391633266861683,0.016011552363959628,0.0027568704981580663,-0.014318798434721655,-0.0018248563455670911,-0.01743305901592541,-0.0447927309083895,0.005677333831978283,0.03669379721189761,-0.009479687108297418,0.026081864402558535,-0.006456691908678427,-0.011480406320994108,0.028279923497195287,-0.03285681878910403,-0.016246207091931208,-0.004832831502097783,0.014743070000702088,0.017611204477054932,-0.022230422472915738,0.00030904896035281954
2022-02-21,0.055373516267583606,0.008437666967854375,0.020163004676818596,0.013061780574540487,0.022738354318814952,-0.008872841460784053,-0.014372519825934417,0.020710148605835615,0.016215192589155006,-0.026569736285893406,-0.04916404375767677,-0.026680548698719657,0.0024518565961672073,-0.0090688046898658,-0.015056928844284079,-0.007067686213165591,-0.03570530055690263,-0.006180274613699084,-0.013879256449302749,-0.026293319497329007,0.00512524738049493,0.0006379621581436122,0.005717669220774074,-0.01917482883329498,-0.018873096007338042,-0.01146265366105137,0.04155249256978882,0.0001970817258973912,-0.04318960945794318,-0.012282579504034066
2022-02-22,-0.0023306984710041645,0.013540562781153394,0.021286904784253796,-0.02417365026304252,0.011948191602492698,0.011091756144158563,0.008074751941580943,-0.03392536822545683,0.03771416118428388,0.012165636799558621,0.005733173813442216,-0.005660093095391811,-0.004088865374294896,0.020099794790899662,0.02557773869035376,0.022025365272472158,0.004406646057065911,-0.001184548834185369,0.0028832736127214677,-0.01733296675850752,-0.020388330348805512,-0.004413802078533373,-0.0005189768010566526,0.022768567033973498,-0.015416804336382052,-0.009420545595940546,0.0005572648415698863,-0.004154143631180328,-0.016978152984782145,0.006225032933180113
2022-02-23,-0.02799093432299633,-0.005317085972816833,-0.004393715060684252,-0.009006822924332398,0.0014329100902252079,-0.050354541301681446,-0.008966525464376561,-0.007500310210255806,-0.0019521308693683272,-0.035368225350886344,-0.0015431807644188233,0.025559472256209907,0.015383642994211784,0.023227313327236723,-0.0007097813016838106,-0.031708357790423504,-0.05557687111778459,-0.00569396578804861,0.0017696556190299854,0.001781513047907328,-0.01264710818759005,0.005992437795545694,-0.024588992699059634,0.03399654342893331,-0.027484786398409563,0.0030543909106499085,-0.03458323479941064,0.025165887495861735,0.023725723986112262,-0.03786218557011504
2022-02-24,-0.014303476100120534,0.003276536445970907,0.0020455463218425145,0.0043572235981398765,-0.03464595557356109,0.0015679929057699049,-0.033252933656801466,0.014030589907786271,-0.0034507478740990784,0.008071059805913453,0.010806987730595349,0.004218905941893908,-0.004189967020611962,0.00852777657674908,0.01654586498172041,-0.00029215146394251384,-0.00938987525732812,0.029822684709550556,0.001539348431005838,-0.014541266114332251,-0.005562190044190646,0.02963588411180715,-0.00319891544561186,0.004190575984903937,0.00921533076207389,-0.02400938994735003,0.024315367644211907,0.009044998759424192,-0.006524312314352784,-0.014650606670249684
2022-02-25,0.007454693681498908,0.014345144190344557,-0.03207169274593063,0.019477168907269107,-0.011606554392904712,0.01839953637973555,0.012516429631362755,0.011867182657216186,-0.016860798424239435,-0.0021635192074527603,-0.021197612460399393,0.013291161458549134,-0.005976658630328745,-0.03858048383959243,-0.021808300167101877,-0.009053578693245867,0.0027669627638557265,0.014024678305689885,-0.029145268987089818,-0.032144567219664355,0.02344623202302886,0.006905358888682391,-0.01500561277842556,-0.003964989503033582,0.014104712969153181,-0.008047415009666029,-0.013089679561189156,0.009111818535730424,0.012317263422895897,0.02480669790637458
2022-02-28,0.015106324904684934,-0.018792071964169908,-0.013038650574259741,-0.0149795364081774,0.0040704334340055486,0.0206359753408744,-0.011187440010777289,0.0021315354620082224,0.0010567595473025466,0.02829106395783454,-0.004698638720857689,-0.03509657479822126,-0.0040924835427768366,0.022464314314558392,-0.012742697709157196,0.017576449470512394,0.01053633592226584,0.02224526812873877,-0.016562690825412948,-0.019919244699229836,0.009724692895964837,0.01938269821733478,0.02177295680379831,-0.004159472393480575,0.017530954763466493,-0.03734677217452593,-0.0021866906331513476,0.04281006188687345,0.0006994592831044289,-0.032825695893889006
2022-03-01,-0.011724156315945825,0.0014996611513247438,0.010572380793352508,-0.01527385622839502,0.0006846532747045261,0.02616173653722965,0.031218051712019076,0.014607222873773003,-0.001436292708017941,0.030401489307349008,-0.013064829760744774,-0.011605917870768253,-0.0143007719286206,-0.01710808030867263,0.04335115454286877,0.027577070012040565,0.013647279948470462,0.01056967713468343,0.01910103862252913,0.003496802508583034,0.009987420810105665,-0.018173247240090507,-0.01290329064921806,0.013110081228103669,0.010778679187814014,-0.012012899576585455,-0.0021795955688790076,-0.014231273258572931,-0.008608891816674881,-0.012681162334200457
2022-03-02,-0.004306297309183988,-0.005651761353817986,0.048079371232645794,-0.027737893668614188,-0.017663977647957442,0.0030528615646221125,0.006330255815028185,-0.021261414114930523,0.020995126889864307,-0.0022206736760998296,-0.0038975006655922106,0.029105233636798317,0.013578121137664228,0.013841609926213631,-0.014164153510779875,-0.0018413170537433157,-0.008814532035157897,0.036023905133627805,0.056069344803706234,0.003995584958997593,-0.004440713498932816,-0.019309336681076848,-0.029528568789692067,0.013021590419602757,-0.006065744883882283,-0.005628323438889336,0.006272976874073165,-0.034344093810284165,0.008495284537844752,0.0024321869732216736
2022-03-03,-0.049569559807636776,-0.012947782997009936,0.004186417147039547,-0.05026957527534558,0.00588161534221308,-0.012429319733854305,-0.020791396059883727,0.006795382689473849,-0.014436618640685083,-0.010239848617417243,0.003535092457574781,0.028779803291422018,0.010687537095377002,-0.025598417422838745,0.031574305892431195,-0.01746203794373645,-0.004635478716484533,-0.01174537200953443,0.013311345476359666,-0.020858138570944495,0.003521500524592434,0.004491570188536378,-0.002829732109873435,-0.0034202728093816,-0.013946241983284719,0.0031008872632708817,-0.0061680324338883544,-0.002587591113328077,-0.03188711022007746,0.009071945858495927
2022-03-04,-0.04351143978259533,0.020009978103562705,-0.030809363393697966,0.012044877110284024,-0.012539375229092783,-0.034253893582137096,0.003199896844982438,0.0029276629064232847,0.032868276807117666,-0.0014106788617101495,-0.007479351915656794,0.0009665474382462031,-0.005612532230881254,-0.0011917158694712386,0.010491010428728019,0.003038167495872153,0.0325126929128618,0.031335347622812745,0.0034149826322139,-0.04236492313656803,-0.010209887670059016,0.01758280687912558,0.014420285380400409,-0.021127235306000774,0.038938430955659055,-0.0023282032012341292,-0.007535727183960665,-0.00234327584929295,0.005992718172829264,0.004009429763435882
2022-03-07,0.012276409757890733,0.02493805720958783,-0.016142040294843837,-0.025538212709068028,0.0037814560455159646,0.012329334363094703,-0.005825110761351915,0.002941481831831987,-0.01317642547271673,0.009916971864089486,-0.03876627843576018,-0.020866544296696776,-0.0027823077405236215,0.019563979212902385,0.01934463824460909,0.026890995661006625,0.006487348493574518,0.03619218965456766,-0.007426098347502532,0.011110809372210562,0.010290172651814769,0.033781686387751794,-0.012986918120244152,0.022081893440112105,-0.011271307386608852,0.002243169338980509,-0.018343970781856175,-0.03118008474498698,-0.019497020772147457,0.028537424636924078
