,Stock_00,Stock_01,Stock_02,Stock_03,Stock_04,Stock_05,Stock_06,Stock_07,Stock_08,Stock_09,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19,Stock_20,Stock_21,Stock_22,Stock_23,Stock_24,Stock_25,Stock_26,Stock_27,Stock_28,Stock_29
2022-01-17,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-18,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-19,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-20,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-21,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-24,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-25,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-26,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-27,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-28,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-01-31,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-01,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-02,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-03,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-04,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-07,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-08,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-09,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-10,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-11,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-14,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-15,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-16,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-17,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-18,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-21,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-22,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-23,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-24,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-25,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-02-28,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-03-01,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-03-02,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-03-03,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-03-04,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-03-07,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-03-08,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-03-09,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
2022-03-10,0.03167482241243831,0.03661151275964069,0.032546734825626714,0.03422327801260635,0.031669402472527176,0.029989805253153427,0.032355258062759344,0.03403723803908086,0.04681113178215932,0.031786028569010825,0.02699388836278054,0.03367286848154771,0.029785224811463624,0.03566936196133221,0.03051759159184732,0.02916857525958851,0.043536446071637376,0.04434499345579531,0.031884607612759776,0.03631878604435542,0.03096122368580948,0.031012814987458448,0.027742771208268364,0.03351556124021037,0.030710050741166416,0.026582122845531908,0.033744662462329905,0.040822492406238024,0.0313736046226546,0.029937139958221632
